0     sand(%)     silt(%)     clay(%)
4947   81   6   13
4948   81   7   12
4949   81   8   11
4950   81   9   10
4951   81   10   9
4952   81   11   8
4953   81   12   7
4954   81   13   6
4955   81   14   5
4956   81   15   4
4957   81   16   3
4958   81   17   2
4959   81   18   1
4960   81   19   0
4961   82   0   18
4962   82   1   17
4963   82   2   16
4964   82   3   15
4965   82   4   14
4966   82   5   13
4967   82   6   12
4968   82   7   11
4969   82   8   10
4970   82   9   9
4971   82   10   8
4972   82   11   7
4973   82   12   6
4974   82   13   5
4975   82   14   4
4976   82   15   3
4977   82   16   2
4978   82   17   1
4979   82   18   0
4980   83   0   17
4981   83   1   16
4982   83   2   15
4983   83   3   14
4984   83   4   13
4985   83   5   12
4986   83   6   11
4987   83   7   10
4988   83   8   9
4989   83   9   8
4990   83   10   7
4991   83   11   6
4992   83   12   5
4993   83   13   4
4994   83   14   3
4995   83   15   2
4996   83   16   1
4997   83   17   0
4998   84   0   16
4999   84   1   15
5000   84   2   14
5001   84   3   13
5002   84   4   12
5003   84   5   11
5004   84   6   10
5005   84   7   9
5006   84   8   8
5007   84   9   7
5008   84   10   6
5009   84   11   5
5010   84   12   4
5011   84   13   3
5012   84   14   2
5013   84   15   1
5014   84   16   0
5015   85   0   15
5016   85   1   14
5017   85   2   13
5018   85   3   12
5019   85   4   11
5020   85   5   10
5021   85   6   9
5022   85   7   8
5023   85   8   7
5024   85   9   6
5025   85   10   5
5026   85   11   4
5027   85   12   3
5028   85   13   2
5029   85   14   1
5030   85   15   0
5031   86   0   14
5032   86   1   13
5033   86   2   12
5034   86   3   11
5035   86   4   10
5036   86   5   9
5037   86   6   8
5038   86   7   7
5039   86   8   6
5040   86   9   5
5041   86   10   4
5042   86   11   3
5043   86   12   2
5044   86   13   1
5045   86   14   0
5046   87   0   13
5047   87   1   12
5048   87   2   11
5049   87   3   10
5050   87   4   9
5051   87   5   8
5052   87   6   7
5053   87   7   6
5054   87   8   5
5055   87   9   4
5056   87   10   3
5057   87   11   2
5058   87   12   1
5059   87   13   0
5060   88   0   12
5061   88   1   11
5062   88   2   10
5063   88   3   9
5064   88   4   8
5065   88   5   7
5066   88   6   6
5067   88   7   5
5068   88   8   4
5069   88   9   3
5070   88   10   2
5071   88   11   1
5072   88   12   0
5073   89   0   11
5074   89   1   10
5075   89   2   9
5076   89   3   8
5077   89   4   7
5078   89   5   6
5079   89   6   5
5080   89   7   4
5081   89   8   3
5082   89   9   2
5083   89   10   1
5084   89   11   0
5085   90   0   10
5086   90   1   9
5087   90   2   8
5088   90   3   7
5089   90   4   6
5090   90   5   5
5091   90   6   4
5092   90   7   3
5093   90   8   2
5094   90   9   1
5095   90   10   0
5096   91   0   9
5097   91   1   8
5098   91   2   7
5099   91   3   6
5100   91   4   5
5101   91   5   4
5102   91   6   3
5103   91   7   2
5104   91   8   1
5105   91   9   0
5106   92   0   8
5107   92   1   7
5108   92   2   6
5109   92   3   5
5110   92   4   4
5111   92   5   3
5112   92   6   2
5113   92   7   1
5114   92   8   0
5115   93   0   7
5116   93   1   6
5117   93   2   5
5118   93   3   4
5119   93   4   3
5120   93   5   2
5121   93   6   1
5122   93   7   0
5123   94   0   6
5124   94   1   5
5125   94   2   4
5126   94   3   3
5127   94   4   2
5128   94   5   1
5129   94   6   0
5130   95   0   5
5131   95   1   4
5132   95   2   3
5133   95   3   2
5134   95   4   1
5135   95   5   0
5136   96   0   4
5137   96   1   3
5138   96   2   2
5139   96   3   1
5140   96   4   0
5141   97   0   3
5142   97   1   2
5143   97   2   1
5144   97   3   0
5145   98   0   2
5146   98   1   1
5147   98   2   0
5148   99   0   1
5149   99   1   0
5150  100  0  0
