ID	comment	sand(%)	silt(%)	clay(%)	Theta_r	Theta_s	Alpha	N	Ks	psi_inflec
611	NA	26	50	24	0.07266	0.43015	0.643	1.56488	1.57238E-06	-0.810968278
612	NA	26	52	22	0.06973	0.42607	0.581	1.59078	1.6759E-06	-0.923422263
613	NA	26	54	20	0.06678	0.42301	0.531	1.61592	1.8278E-06	-1.036752527
614	NA	26	56	18	0.0638	0.4213	0.491	1.63982	2.06099E-06	-1.147256266
615	NA	26	58	16	0.06075	0.42113	0.462	1.66188	2.4049E-06	-1.243869525
616	NA	26	60	14	0.05758	0.42265	0.441	1.68146	2.88732E-06	-1.325208691
617	NA	26	62	12	0.05427	0.42605	0.43	1.69782	3.54089E-06	-1.377507176
618	NA	26	64	10	0.0508	0.43153	0.428	1.71029	4.40425E-06	-1.397707395
619	NA	26	66	8	0.04718	0.43931	0.436	1.71826	5.52114E-06	-1.380555098
620	NA	26	68	6	0.04347	0.44968	0.456	1.72132	6.93717E-06	-1.323094872
621	NA	26	70	4	0.03982	0.46294	0.488	1.71924	8.69647E-06	-1.234373163
622	NA	26	72	2	0.03638	0.47934	0.538	1.71208	1.08426E-05	-1.113484457
623	NA	26	74	0	0.03327	0.49871	0.61	1.7002	1.34218E-05	-0.972887812
624	NA	28	0	72	0.09757	0.46235	2.462	1.13213	1.25405E-06	-0.060910829
625	NA	28	2	70	0.09725	0.46419	2.545	1.13737	1.25539E-06	-0.061260188
626	NA	28	4	68	0.09695	0.46561	2.602	1.14349	1.26659E-06	-0.062574132
627	NA	28	6	66	0.09665	0.4666	2.632	1.15045	1.28834E-06	-0.064829847
628	NA	28	8	64	0.09633	0.46718	2.635	1.15825	1.32232E-06	-0.068056639
629	NA	28	10	62	0.09599	0.46735	2.612	1.16691	1.37156E-06	-0.07232251
630	NA	28	12	60	0.09561	0.46715	2.566	1.17646	1.43972E-06	-0.077695486
631	NA	28	14	58	0.09518	0.4666	2.501	1.18701	1.52711E-06	-0.084283474
632	NA	28	16	56	0.09467	0.46573	2.418	1.19863	1.62306E-06	-0.092313789
633	NA	28	18	54	0.09406	0.46454	2.32	1.21144	1.69994E-06	-0.102027123
634	NA	28	20	52	0.09334	0.46309	2.21	1.2255	1.71391E-06	-0.113688475
635	NA	28	22	50	0.09252	0.46141	2.091	1.24088	1.62146E-06	-0.127619431
636	NA	28	24	48	0.09167	0.45957	1.968	1.25764	1.42545E-06	-0.144041194
637	NA	28	26	46	0.09081	0.45766	1.844	1.27581	1.20166E-06	-0.163253931
638	NA	28	28	44	0.08994	0.45574	1.721	1.29546	1.0295E-06	-0.185652123
639	NA	28	30	42	0.08902	0.45388	1.602	1.31667	9.3388E-07	-0.211500216
640	NA	28	32	40	0.08802	0.45211	1.486	1.33948	9.00786E-07	-0.241513435
641	NA	28	34	38	0.08689	0.45038	1.374	1.36383	9.13395E-07	-0.276211069
642	NA	28	36	36	0.08559	0.44857	1.264	1.38954	9.82591E-07	-0.316788634
643	NA	28	38	34	0.08407	0.44646	1.156	1.41627	1.11891E-06	-0.364392399
644	NA	28	40	32	0.08228	0.44386	1.05	1.44367	1.26367E-06	-0.420606997
645	NA	28	42	30	0.0802	0.44062	0.947	1.47134	1.36252E-06	-0.487129287
646	NA	28	44	28	0.07777	0.43671	0.85	1.49885	1.43063E-06	-0.564691461
647	NA	28	46	26	0.07501	0.43226	0.761	1.52584	1.49506E-06	-0.653735071
648	NA	28	48	24	0.07205	0.42764	0.683	1.55229	1.57716E-06	-0.752409731
649	NA	28	50	22	0.06905	0.42342	0.615	1.57831	1.69035E-06	-0.860716275
650	NA	28	52	20	0.06603	0.42012	0.559	1.6037	1.85021E-06	-0.972772546
651	NA	28	54	18	0.06299	0.4181	0.514	1.62802	2.08931E-06	-1.083759613
652	NA	28	56	16	0.05989	0.41761	0.48	1.65073	2.44199E-06	-1.185364273
653	NA	28	58	14	0.05669	0.41882	0.455	1.67116	2.93871E-06	-1.273246762
654	NA	28	60	12	0.05336	0.42191	0.441	1.68861	3.61439E-06	-1.333107398
655	NA	28	62	10	0.04988	0.42706	0.435	1.70231	4.51057E-06	-1.366581174
656	NA	28	64	8	0.04627	0.43453	0.44	1.7116	5.67544E-06	-1.360978932
657	NA	28	66	6	0.04258	0.44456	0.457	1.71593	7.16112E-06	-1.314757784
658	NA	28	68	4	0.03893	0.45748	0.486	1.71498	9.01843E-06	-1.235398627
659	NA	28	70	2	0.03551	0.47354	0.533	1.70871	1.12942E-05	-1.120973631
660	NA	28	72	0	0.03241	0.49264	0.601	1.69747	1.40331E-05	-0.985292893
661	NA	30	0	70	0.097	0.45835	2.564	1.13286	1.25404E-06	-0.058811276
662	NA	30	2	68	0.09664	0.45997	2.644	1.13844	1.24819E-06	-0.059424355
663	NA	30	4	66	0.09629	0.46117	2.696	1.14491	1.25095E-06	-0.060985221
664	NA	30	6	64	0.09593	0.46194	2.718	1.15227	1.26293E-06	-0.063527338
665	NA	30	8	62	0.09556	0.46229	2.713	1.1605	1.28633E-06	-0.067020156
666	NA	30	10	60	0.09515	0.46224	2.68	1.16965	1.32485E-06	-0.071611427
667	NA	30	12	58	0.0947	0.46183	2.625	1.17976	1.38152E-06	-0.07731641
668	NA	30	14	56	0.0942	0.46107	2.55	1.19094	1.45309E-06	-0.084319069
669	NA	30	16	54	0.09363	0.46	2.457	1.20326	1.52329E-06	-0.092842942
670	NA	30	18	52	0.09297	0.45865	2.351	1.21682	1.55877E-06	-0.103063322
671	NA	30	20	50	0.0922	0.45707	2.232	1.23169	1.51376E-06	-0.115398804
672	NA	30	22	48	0.09132	0.4553	2.105	1.24794	1.36487E-06	-0.130119795
673	NA	30	24	46	0.09035	0.45341	1.972	1.26559	1.15945E-06	-0.147676136
674	NA	30	26	44	0.08934	0.45148	1.839	1.2847	9.80147E-07	-0.168278081
675	NA	30	28	42	0.08831	0.4496	1.709	1.30531	8.68135E-07	-0.192251098
676	NA	30	30	40	0.08724	0.44781	1.585	1.32748	8.20744E-07	-0.219825557
677	NA	30	32	38	0.08609	0.44611	1.466	1.35117	8.16422E-07	-0.251631724
678	NA	30	34	36	0.08478	0.4444	1.351	1.37625	8.45978E-07	-0.288470592
679	NA	30	36	34	0.08329	0.44248	1.238	1.40245	9.23804E-07	-0.331655885
680	NA	30	38	32	0.08154	0.44017	1.127	1.42943	1.06831E-06	-0.38256595
681	NA	30	40	30	0.07951	0.4373	1.018	1.45686	1.24206E-06	-0.443152772
682	NA	30	42	28	0.07716	0.43378	0.915	1.48435	1.37284E-06	-0.513935803
683	NA	30	44	26	0.07447	0.42966	0.819	1.51149	1.46857E-06	-0.596195616
684	NA	30	46	24	0.0715	0.4252	0.733	1.538	1.56526E-06	-0.689118495
685	NA	30	48	22	0.06843	0.42092	0.658	1.56397	1.6893E-06	-0.791659137
686	NA	30	50	20	0.06533	0.4174	0.595	1.58935	1.85896E-06	-0.90032586
687	NA	30	52	18	0.06222	0.4151	0.545	1.6138	2.10514E-06	-1.00799409
688	NA	30	54	16	0.05906	0.4143	0.505	1.63682	2.46705E-06	-1.112327206
689	NA	30	56	14	0.05582	0.41519	0.477	1.65781	2.97872E-06	-1.200422922
690	NA	30	58	12	0.05247	0.41795	0.458	1.67605	3.67777E-06	-1.270205959
691	NA	30	60	10	0.04898	0.42279	0.45	1.69078	4.60876E-06	-1.308776801
692	NA	30	62	8	0.04537	0.42993	0.451	1.70127	5.82436E-06	-1.31700606
693	NA	30	64	6	0.04169	0.43963	0.464	1.7069	7.38339E-06	-1.285838592
694	NA	30	66	4	0.03806	0.4522	0.491	1.70721	9.34428E-06	-1.215427364
695	NA	30	68	2	0.03465	0.46791	0.535	1.70209	1.17585E-05	-1.110950607
696	NA	30	70	0	0.03157	0.48673	0.6	1.6918	1.46694E-05	-0.982402426
697	NA	32	0	68	0.09641	0.45412	2.662	1.13395	1.30005E-06	-0.057111205
698	NA	32	2	66	0.096	0.45552	2.738	1.13988	1.28786E-06	-0.057978746
699	NA	32	4	64	0.09559	0.4565	2.784	1.14673	1.28197E-06	-0.059792273
700	NA	32	6	62	0.09517	0.45705	2.799	1.1545	1.28306E-06	-0.062578109
701	NA	32	8	60	0.09472	0.45717	2.784	1.1632	1.29391E-06	-0.066384308
702	NA	32	10	58	0.09423	0.45691	2.743	1.17286	1.31799E-06	-0.071249098
703	NA	32	12	56	0.0937	0.45628	2.678	1.18357	1.35552E-06	-0.077327284
704	NA	32	14	54	0.09311	0.45533	2.593	1.19539	1.39785E-06	-0.084754636
705	NA	32	16	52	0.09247	0.45409	2.491	1.20843	1.42369E-06	-0.093758857
706	NA	32	18	50	0.09175	0.45262	2.375	1.22275	1.3988E-06	-0.104600983
707	NA	32	20	48	0.09093	0.45095	2.249	1.23841	1.29032E-06	-0.117549638
708	NA	32	22	46	0.09	0.44914	2.114	1.25547	1.11136E-06	-0.133085889
709	NA	32	24	44	0.08894	0.44725	1.975	1.27397	9.3013E-07	-0.151535576
710	NA	32	26	42	0.0878	0.44537	1.835	1.29395	8.02073E-07	-0.173355728
711	NA	32	28	40	0.08662	0.44356	1.7	1.31545	7.38593E-07	-0.198664446
712	NA	32	30	38	0.08538	0.44186	1.571	1.33844	7.25233E-07	-0.227873894
713	NA	32	32	36	0.08404	0.44021	1.449	1.36283	7.43682E-07	-0.261340873
714	NA	32	34	34	0.08254	0.43846	1.331	1.38837	7.91543E-07	-0.3001416
715	NA	32	36	32	0.08083	0.4364	1.215	1.41476	8.79741E-07	-0.345749867
716	NA	32	38	30	0.07884	0.43386	1.102	1.44167	1.02655E-06	-0.399437091
717	NA	32	40	28	0.07655	0.43073	0.992	1.46881	1.21898E-06	-0.46325623
718	NA	32	42	26	0.07393	0.42699	0.889	1.49578	1.38772E-06	-0.537622058
719	NA	32	44	24	0.07099	0.42278	0.796	1.52221	1.52177E-06	-0.622090397
720	NA	32	46	22	0.06786	0.41854	0.713	1.54797	1.66337E-06	-0.717063201
721	NA	32	48	20	0.06468	0.41487	0.643	1.57312	1.84489E-06	-0.818527453
722	NA	32	50	18	0.06149	0.4123	0.585	1.59742	2.09902E-06	-0.923529691
723	NA	32	52	16	0.05827	0.41119	0.54	1.62045	2.46942E-06	-1.024033643
724	NA	32	54	14	0.05499	0.41177	0.507	1.64165	2.99493E-06	-1.112941499
725	NA	32	56	12	0.05161	0.41421	0.484	1.66036	3.71637E-06	-1.185739169
726	NA	32	58	10	0.04811	0.41873	0.471	1.67584	4.68188E-06	-1.234926746
727	NA	32	60	8	0.0445	0.42554	0.47	1.68733	5.94893E-06	-1.249531372
728	NA	32	62	6	0.04083	0.4349	0.48	1.69416	7.58358E-06	-1.230367606
729	NA	32	64	4	0.03721	0.44712	0.504	1.6958	9.65314E-06	-1.173338535
730	NA	32	66	2	0.0338	0.46248	0.545	1.69201	1.22156E-05	-1.081729592
731	NA	32	68	0	0.03074	0.48099	0.607	1.68297	1.53143E-05	-0.964013263
732	NA	34	0	66	0.09578	0.44967	2.753	1.13545	1.38023E-06	-0.05584157
733	NA	34	2	64	0.09531	0.45086	2.823	1.14175	1.36483E-06	-0.056980781
734	NA	34	4	62	0.09483	0.45161	2.863	1.14899	1.35335E-06	-0.059027965
735	NA	34	6	60	0.09433	0.45193	2.87	1.1572	1.34674E-06	-0.062077464
736	NA	34	8	58	0.0938	0.45184	2.848	1.16639	1.34782E-06	-0.066128421
737	NA	34	10	56	0.09322	0.45137	2.798	1.1766	1.35822E-06	-0.071307772
738	NA	34	12	54	0.0926	0.45055	2.723	1.18791	1.37326E-06	-0.077767635
739	NA	34	14	52	0.09193	0.44944	2.629	1.2004	1.37817E-06	-0.085618655
740	NA	34	16	50	0.0912	0.44808	2.517	1.21414	1.34816E-06	-0.095160003
741	NA	34	18	48	0.0904	0.44651	2.393	1.2292	1.25443E-06	-0.10657535
742	NA	34	20	46	0.08952	0.4448	2.258	1.24562	1.09199E-06	-0.120280448
743	NA	34	22	44	0.08854	0.44299	2.118	1.26346	9.07527E-07	-0.136520918
744	NA	34	24	42	0.08743	0.44115	1.975	1.28274	7.5985E-07	-0.155754952
745	NA	34	26	40	0.08619	0.43936	1.832	1.3035	6.73632E-07	-0.178441327
746	NA	34	28	38	0.08485	0.43766	1.694	1.32574	6.44281E-07	-0.204775281
747	NA	34	30	36	0.08342	0.43605	1.562	1.34938	6.52873E-07	-0.23519373
748	NA	34	32	34	0.08187	0.43442	1.436	1.3742	6.86831E-07	-0.270231788
749	NA	34	34	32	0.08015	0.43258	1.315	1.39989	7.47043E-07	-0.310715364
750	NA	34	36	30	0.07819	0.43035	1.197	1.42614	8.40837E-07	-0.358140027
751	NA	34	38	28	0.07595	0.42758	1.083	1.45265	9.85328E-07	-0.413778886
752	NA	34	40	26	0.07339	0.42423	0.973	1.47913	1.18625E-06	-0.479637974
753	NA	34	42	24	0.0705	0.42036	0.872	1.5052	1.3979E-06	-0.555249599
754	NA	34	44	22	0.06734	0.41626	0.781	1.53059	1.58501E-06	-0.640834751
755	NA	34	46	20	0.06408	0.41251	0.702	1.55528	1.78824E-06	-0.734622382
756	NA	34	48	18	0.06081	0.40971	0.637	1.57919	2.05303E-06	-0.831791568
757	NA	34	50	16	0.05752	0.40831	0.586	1.60195	2.43068E-06	-0.926286749
758	NA	34	52	14	0.05419	0.40857	0.546	1.62305	2.96716E-06	-1.015353964
759	NA	34	54	12	0.05077	0.41069	0.519	1.6419	3.70725E-06	-1.087460618
760	NA	34	56	10	0.04725	0.41488	0.502	1.6578	4.70326E-06	-1.140630759
761	NA	34	58	8	0.04364	0.42136	0.497	1.67004	6.0181E-06	-1.16452446
762	NA	34	60	6	0.03998	0.43039	0.505	1.67789	7.72585E-06	-1.153787283
763	NA	34	62	4	0.03638	0.44225	0.526	1.68081	9.90449E-06	-1.110453143
764	NA	34	64	2	0.03298	0.45725	0.564	1.67844	1.26217E-05	-1.033570102
765	NA	34	66	0	0.02993	0.47544	0.625	1.67088	1.59239E-05	-0.926700348
766	NA	36	0	64	0.09508	0.44501	2.831	1.13738	1.47512E-06	-0.055075415
767	NA	36	2	62	0.09454	0.44598	2.897	1.14407	1.46021E-06	-0.056427665
768	NA	36	4	60	0.09398	0.44652	2.93	1.15174	1.44763E-06	-0.058728673
769	NA	36	6	58	0.0934	0.44662	2.931	1.16041	1.43873E-06	-0.062001342
770	NA	36	8	56	0.09278	0.44632	2.9	1.17012	1.43546E-06	-0.066356701
771	NA	36	10	54	0.09212	0.44567	2.842	1.1809	1.43548E-06	-0.071848095
772	NA	36	12	52	0.09141	0.4447	2.759	1.19283	1.4275E-06	-0.078664862
773	NA	36	14	50	0.09065	0.44347	2.655	1.20597	1.39082E-06	-0.086994408
774	NA	36	16	48	0.08983	0.44202	2.535	1.22039	1.29983E-06	-0.09703958
775	NA	36	18	46	0.08895	0.4404	2.403	1.23615	1.14128E-06	-0.10906768
776	NA	36	20	44	0.08799	0.43868	2.262	1.25329	9.45806E-07	-0.12342949
777	NA	36	22	42	0.08694	0.43691	2.118	1.27183	7.73601E-07	-0.140336468
778	NA	36	24	40	0.08577	0.43517	1.973	1.29181	6.59078E-07	-0.160222368
779	NA	36	26	38	0.08445	0.43351	1.83	1.31323	6.03794E-07	-0.18346111
780	NA	36	28	36	0.08298	0.43194	1.691	1.33604	5.93712E-07	-0.210472718
781	NA	36	30	34	0.08136	0.4304	1.558	1.36006	6.11861E-07	-0.241574931
782	NA	36	32	32	0.07958	0.42875	1.43	1.385	6.52712E-07	-0.277477536
783	NA	36	34	30	0.0776	0.42679	1.306	1.4105	7.17282E-07	-0.31915911
784	NA	36	36	28	0.07537	0.42436	1.186	1.43626	8.09644E-07	-0.367801155
785	NA	36	38	26	0.07286	0.4214	1.071	1.46201	9.4652E-07	-0.42463043
786	NA	36	40	24	0.07002	0.4179	0.962	1.48744	1.14555E-06	-0.491004199
787	NA	36	42	22	0.06688	0.41404	0.863	1.51222	1.39305E-06	-0.566347632
788	NA	36	44	20	0.06355	0.4103	0.776	1.53624	1.64467E-06	-0.649521773
789	NA	36	46	18	0.06019	0.40732	0.703	1.55949	1.92942E-06	-0.737179029
790	NA	36	48	16	0.05683	0.40565	0.643	1.58171	2.31325E-06	-0.826297999
791	NA	36	50	14	0.05343	0.4056	0.597	1.60244	2.85519E-06	-0.909677638
792	NA	36	52	12	0.04997	0.40741	0.564	1.62112	3.60636E-06	-0.981100757
793	NA	36	54	10	0.04643	0.41127	0.544	1.63713	4.62393E-06	-1.032883487
794	NA	36	56	8	0.04281	0.41742	0.535	1.6498	5.97675E-06	-1.062608043
795	NA	36	58	6	0.03916	0.4261	0.539	1.65845	7.74755E-06	-1.062945305
796	NA	36	60	4	0.03557	0.43761	0.558	1.6625	1.00268E-05	-1.030432321
797	NA	36	62	2	0.03218	0.45223	0.594	1.66156	1.2896E-05	-0.967181451
798	NA	36	64	0	0.02915	0.47008	0.653	1.65561	1.641E-05	-0.875159632
799	NA	38	0	62	0.09431	0.44016	2.895	1.13979	1.56896E-06	-0.054799352
800	NA	38	2	60	0.09368	0.44091	2.956	1.14689	1.55676E-06	-0.056373936
801	NA	38	4	58	0.09304	0.44124	2.983	1.15501	1.54691E-06	-0.058908672
802	NA	38	6	56	0.09236	0.44114	2.977	1.16418	1.54059E-06	-0.062444234
803	NA	38	8	54	0.09166	0.44067	2.939	1.17442	1.537E-06	-0.067077695
804	NA	38	10	52	0.09091	0.43987	2.873	1.18578	1.52751E-06	-0.072909141
805	NA	38	12	50	0.09012	0.43879	2.783	1.19831	1.49324E-06	-0.080084445
806	NA	38	14	48	0.08927	0.43747	2.671	1.21208	1.40891E-06	-0.088869724
807	NA	38	16	46	0.08836	0.43597	2.544	1.22715	1.25673E-06	-0.099426501
808	NA	38	18	44	0.08739	0.43435	2.406	1.24357	1.05291E-06	-0.11203105
809	NA	38	20	42	0.08634	0.43265	2.262	1.26136	8.52506E-07	-0.126926626
810	NA	38	22	40	0.08521	0.43097	2.115	1.28054	7.04035E-07	-0.144461427
811	NA	38	24	38	0.08396	0.42936	1.971	1.3011	6.19043E-07	-0.164741765
812	NA	38	26	36	0.08256	0.42786	1.83	1.32301	5.87296E-07	-0.188236991
813	NA	38	28	34	0.08097	0.42642	1.694	1.34615	5.89595E-07	-0.215241776
814	NA	38	30	32	0.07916	0.42493	1.56	1.37024	6.13193E-07	-0.246672554
815	NA	38	32	30	0.07713	0.42321	1.43	1.39494	6.56383E-07	-0.283007554
816	NA	38	34	28	0.07487	0.42111	1.304	1.41989	7.18892E-07	-0.325143
817	NA	38	36	26	0.07236	0.41851	1.182	1.44481	8.03966E-07	-0.374336753
818	NA	38	38	24	0.06956	0.41539	1.067	1.4694	9.2927E-07	-0.431079265
819	NA	38	40	22	0.06645	0.41185	0.96	1.49337	1.12055E-06	-0.49618316
820	NA	38	42	20	0.06309	0.40823	0.865	1.5165	1.38693E-06	-0.568236124
821	NA	38	44	18	0.05964	0.40514	0.783	1.53882	1.70105E-06	-0.645763613
822	NA	38	46	16	0.05618	0.40321	0.715	1.56023	2.07956E-06	-0.725426666
823	NA	38	48	14	0.05272	0.40287	0.662	1.58032	2.60367E-06	-0.801368495
824	NA	38	50	12	0.04921	0.40436	0.623	1.59856	3.34008E-06	-0.868227387
825	NA	38	52	10	0.04564	0.4079	0.597	1.61439	4.35336E-06	-0.920736494
826	NA	38	54	8	0.04202	0.41372	0.584	1.6272	5.71828E-06	-0.95310541
827	NA	38	56	6	0.03837	0.42205	0.585	1.63637	7.52585E-06	-0.959808424
828	NA	38	58	4	0.03478	0.4332	0.602	1.64136	9.87975E-06	-0.937059197
829	NA	38	60	2	0.03141	0.44744	0.636	1.64175	1.28793E-05	-0.887285589
830	NA	38	62	0	0.02839	0.46493	0.694	1.63745	1.6595E-05	-0.809880661
831	NA	40	0	60	0.09343	0.43514	2.942	1.14271	1.65688E-06	-0.05504389
832	NA	40	2	58	0.09272	0.43569	2.999	1.15025	1.64722E-06	-0.056821708
833	NA	40	4	56	0.09198	0.43582	3.021	1.15885	1.64127E-06	-0.059581434
834	NA	40	6	54	0.09123	0.43555	3.009	1.16853	1.63877E-06	-0.063372686
835	NA	40	8	52	0.09044	0.43494	2.964	1.17931	1.63341E-06	-0.068308691
836	NA	40	10	50	0.0896	0.43403	2.892	1.19123	1.60856E-06	-0.074455149
837	NA	40	12	48	0.08873	0.43288	2.794	1.20435	1.5405E-06	-0.082056058
838	NA	40	14	46	0.08779	0.43151	2.677	1.21872	1.40679E-06	-0.091247574
839	NA	40	16	44	0.0868	0.43	2.545	1.23439	1.2072E-06	-0.102282704
840	NA	40	18	42	0.08573	0.4284	2.403	1.2514	9.84678E-07	-0.115410512
841	NA	40	20	40	0.08459	0.42678	2.258	1.26977	7.99461E-07	-0.130758624
842	NA	40	22	38	0.08335	0.42523	2.113	1.28947	6.80185E-07	-0.148573751
843	NA	40	24	36	0.082	0.42378	1.971	1.31048	6.23973E-07	-0.16907762
844	NA	40	26	34	0.08049	0.42244	1.834	1.33268	6.13608E-07	-0.192466291
845	NA	40	28	32	0.07877	0.42112	1.7	1.35584	6.28528E-07	-0.219315136
846	NA	40	30	30	0.07678	0.41965	1.569	1.37965	6.6009E-07	-0.250148311
847	NA	40	32	28	0.0745	0.41784	1.438	1.40374	7.06567E-07	-0.286226863
848	NA	40	34	26	0.07196	0.41559	1.31	1.42778	7.66836E-07	-0.328183717
849	NA	40	36	24	0.06915	0.41285	1.188	1.45146	8.45649E-07	-0.376488829
850	NA	40	38	22	0.06605	0.40967	1.074	1.4745	9.62355E-07	-0.431564987
851	NA	40	40	20	0.06268	0.40626	0.97	1.49662	1.14998E-06	-0.49330485
852	NA	40	42	18	0.05915	0.40315	0.88	1.51779	1.42835E-06	-0.559493309
853	NA	40	44	16	0.0556	0.40101	0.803	1.53807	1.80133E-06	-0.629100049
854	NA	40	46	14	0.05206	0.40038	0.742	1.55724	2.27428E-06	-0.696611718
855	NA	40	48	12	0.0485	0.40156	0.696	1.57479	2.92959E-06	-0.757600761
856	NA	40	50	10	0.0449	0.40478	0.664	1.59019	3.85623E-06	-0.807488763
857	NA	40	52	8	0.04126	0.41026	0.647	1.60288	5.14582E-06	-0.839757288
858	NA	40	54	6	0.03761	0.41825	0.645	1.61231	6.90344E-06	-0.850449451
859	NA	40	56	4	0.03404	0.42902	0.659	1.618	9.24789E-06	-0.837099545
860	NA	40	58	2	0.03067	0.44288	0.692	1.61956	1.22988E-05	-0.798404341
861	NA	40	60	0	0.02767	0.45999	0.749	1.61685	1.61507E-05	-0.735677782
862	NA	42	0	58	0.09244	0.42997	2.972	1.14616	1.74041E-06	-0.055794554
863	NA	42	2	56	0.09164	0.43034	3.024	1.15417	1.73235E-06	-0.057800318
864	NA	42	4	54	0.09083	0.43031	3.042	1.16327	1.72868E-06	-0.060779512
865	NA	42	6	52	0.08999	0.42991	3.024	1.17346	1.7258E-06	-0.064845376
866	NA	42	8	50	0.08911	0.4292	2.974	1.18478	1.71255E-06	-0.070070381
867	NA	42	10	48	0.0882	0.42823	2.896	1.19725	1.66629E-06	-0.076570682
868	NA	42	12	46	0.08724	0.42702	2.794	1.21092	1.55861E-06	-0.084523866
869	NA	42	14	44	0.08622	0.42565	2.673	1.22584	1.37672E-06	-0.094126441
870	NA	42	16	42	0.08513	0.42416	2.539	1.24207	1.14795E-06	-0.105571276
871	NA	42	18	40	0.08397	0.42263	2.397	1.2596	9.32212E-07	-0.119061628
872	NA	42	20	38	0.08272	0.42114	2.254	1.27845	7.7667E-07	-0.134673205
873	NA	42	22	36	0.08137	0.41974	2.113	1.29854	6.90834E-07	-0.152556522
874	NA	42	24	34	0.07989	0.41848	1.976	1.3198	6.63986E-07	-0.172884586
875	NA	42	26	32	0.07824	0.41729	1.843	1.34202	6.74839E-07	-0.195918874
876	NA	42	28	30	0.07635	0.41604	1.713	1.36489	7.0588E-07	-0.222062745
877	NA	42	30	28	0.07417	0.41456	1.584	1.38806	7.5047E-07	-0.252046169
878	NA	42	32	26	0.07167	0.41267	1.454	1.41116	8.04244E-07	-0.287021353
879	NA	42	34	24	0.06885	0.41031	1.327	1.4339	8.66679E-07	-0.327407811
880	NA	42	36	22	0.06573	0.40749	1.206	1.45597	9.45689E-07	-0.373545278
881	NA	42	38	20	0.06234	0.40437	1.094	1.47706	1.06461E-06	-0.425288821
882	NA	42	40	18	0.05875	0.40133	0.994	1.49701	1.26339E-06	-0.481655226
883	NA	42	42	16	0.0551	0.39904	0.909	1.51594	1.5711E-06	-0.540333813
884	NA	42	44	14	0.05147	0.39813	0.84	1.53387	2.01486E-06	-0.598273006
885	NA	42	46	12	0.04784	0.399	0.786	1.55046	2.59558E-06	-0.652397148
886	NA	42	48	10	0.0442	0.4019	0.749	1.56519	3.37954E-06	-0.696444159
887	NA	42	50	8	0.04054	0.40705	0.727	1.57753	4.48434E-06	-0.727492709
888	NA	42	52	6	0.03689	0.41469	0.721	1.58699	6.03265E-06	-0.741117229
889	NA	42	54	4	0.03333	0.4251	0.733	1.59315	8.16727E-06	-0.733770671
890	NA	42	56	2	0.02997	0.43856	0.765	1.59568	1.10452E-05	-0.704947028
891	NA	42	58	0	0.02698	0.45527	0.822	1.59444	1.48075E-05	-0.655211771
892	NA	44	0	56	0.09136	0.42471	2.984	1.15017	1.81936E-06	-0.057077329
893	NA	44	2	54	0.09047	0.42492	3.033	1.15866	1.81136E-06	-0.059276153
894	NA	44	4	52	0.08957	0.42477	3.046	1.16826	1.81043E-06	-0.062505457
895	NA	44	6	50	0.08865	0.42429	3.024	1.17897	1.80762E-06	-0.066831223
896	NA	44	8	48	0.0877	0.42352	2.97	1.1908	1.7807E-06	-0.07234465
897	NA	44	10	46	0.0867	0.4225	2.888	1.20379	1.69979E-06	-0.079180833
898	NA	44	12	44	0.08565	0.42129	2.783	1.21798	1.54295E-06	-0.087496911
899	NA	44	14	42	0.08454	0.41994	2.661	1.23342	1.32235E-06	-0.097454535
900	NA	44	16	40	0.08336	0.41852	2.528	1.25013	1.0883E-06	-0.109206766
901	NA	44	18	38	0.08209	0.4171	2.39	1.2681	8.99351E-07	-0.12286345
902	NA	44	20	36	0.08073	0.41577	2.252	1.2873	7.81113E-07	-0.138501556
903	NA	44	22	34	0.07925	0.41457	2.117	1.30761	7.31491E-07	-0.156188205
904	NA	44	24	32	0.07762	0.41349	1.987	1.32888	7.34556E-07	-0.175971227
905	NA	44	26	30	0.07579	0.41243	1.86	1.35082	7.68196E-07	-0.19816954
906	NA	44	28	28	0.07371	0.41122	1.733	1.37306	8.20229E-07	-0.223382123
907	NA	44	30	26	0.07132	0.40969	1.607	1.39523	8.83523E-07	-0.251978578
908	NA	44	32	24	0.06859	0.40773	1.481	1.41699	9.5099E-07	-0.284797885
909	NA	44	34	22	0.06551	0.40532	1.356	1.43807	1.02299E-06	-0.322672237
910	NA	44	36	20	0.06211	0.40254	1.237	1.45814	1.11188E-06	-0.365432147
911	NA	44	38	18	0.05846	0.39968	1.129	1.47695	1.24783E-06	-0.412037448
912	NA	44	40	16	0.05469	0.39731	1.035	1.49449	1.47875E-06	-0.460951634
913	NA	44	42	14	0.05095	0.39614	0.958	1.51097	1.85039E-06	-0.509338577
914	NA	44	44	12	0.04725	0.3967	0.897	1.52629	2.39305E-06	-0.554935989
915	NA	44	46	10	0.04356	0.39927	0.853	1.54008	3.1214E-06	-0.593685522
916	NA	44	48	8	0.03987	0.40408	0.826	1.55185	4.07162E-06	-0.621826713
917	NA	44	50	6	0.03622	0.41138	0.816	1.56114	5.38851E-06	-0.636304343
918	NA	44	52	4	0.03266	0.42141	0.826	1.56757	7.22246E-06	-0.633228459
919	NA	44	54	2	0.02932	0.43447	0.858	1.57087	9.73454E-06	-0.611879439
920	NA	44	56	0	0.02634	0.45077	0.915	1.57093	1.30948E-05	-0.573800917
